         Time |    Peak Mem | File Name                                                                 
     8m51.04s | 10196648 ko | Specific/montgomery32_2e191m19_6limbs/femul.vo                            
     8m49.13s |  1238668 ko | Specific/montgomery32_2e512m569_16limbs/Synthesis.vo                      
     8m47.99s |  1265556 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/Synthesis.vo              
     8m45.34s |  5462168 ko | Specific/solinas32_2e511m481_24limbs/fesquare.vo                          
     8m42.46s |  5451692 ko | Specific/solinas32_2e512m569_24limbs/fesquare.vo                          
     8m21.93s |  7327044 ko | Specific/solinas32_2e416m2e208m1_18limbs/fesquare.vo                      
     8m16.16s |  8035440 ko | Specific/solinas32_2e480m2e240m1_18limbs/fesquare.vo                      
     8m14.49s |  7434204 ko | Specific/solinas32_2e448m2e224m1_18limbs/fesquare.vo                      
     8m05.75s |  8070160 ko | Specific/solinas32_2e450m2e225m1_18limbs/fesquare.vo                      
     7m58.68s |  4614832 ko | Specific/solinas32_2e511m187_22limbs/femul.vo                             
     7m53.36s |  1705388 ko | Specific/solinas32_2e512m569_25limbs/fesub.vo                             
     7m46.54s |   982220 ko | Specific/montgomery64_2e321m9_6limbs/fesub.vo                             
     7m46.32s |   947876 ko | Specific/montgomery64_2e382m105_6limbs/fesub.vo                           
     7m44.71s |   983284 ko | Specific/montgomery64_2e369m25_6limbs/fesub.vo                            
     7m43.71s |   970052 ko | Specific/montgomery64_2e322m2e161m1_6limbs/fesub.vo                       
     7m43.30s |   970340 ko | Specific/montgomery64_2e336m17_6limbs/fesub.vo                            
     7m42.94s |   981836 ko | Specific/montgomery64_2e338m15_6limbs/fesub.vo                            
     7m41.90s |   970036 ko | Specific/montgomery64_2e383m187_6limbs/fesub.vo                           
     7m34.05s |   969952 ko | Specific/montgomery64_2e379m19_6limbs/fesub.vo                            
     7m33.58s |   983684 ko | Specific/montgomery64_2e336m3_6limbs/fesub.vo                             
     7m32.39s |   948332 ko | Specific/montgomery64_2e383m31_6limbs/fesub.vo                            
     7m27.84s |   980104 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/fesub.vo             
     7m27.76s |   948784 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/fesub.vo                    
     7m25.89s |   981596 ko | Specific/montgomery64_2e384m317_6limbs/fesub.vo                           
     7m25.76s |   948620 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/fesub.vo                     
     7m22.84s |   948176 ko | Specific/montgomery64_2e383m421_6limbs/fesub.vo                           
     7m21.65s |   939004 ko | Specific/montgomery32_2e174m17_6limbs/fesub.vo                            
     7m19.61s |   939776 ko | Specific/montgomery32_2e191m19_6limbs/fesub.vo                            
     7m19.17s |  5255520 ko | Specific/solinas32_2e511m187_23limbs/fesquare.vo                          
     7m18.38s |  5254340 ko | Specific/solinas32_2e511m481_23limbs/fesquare.vo                          
     7m18.21s |   947316 ko | Specific/montgomery32_2e166m5_6limbs/fesub.vo                             
     7m18.11s |   944464 ko | Specific/montgomery32_2e171m19_6limbs/fesub.vo                            
     7m17.44s |   938680 ko | Specific/montgomery32_2e192m2e64m1_6limbs/fesub.vo                        
     7m16.66s |   941396 ko | Specific/montgomery32_2e190m11_6limbs/fesub.vo                            
     7m16.45s |   940332 ko | Specific/montgomery32_2e189m25_6limbs/fesub.vo                            
     7m16.08s |   939056 ko | Specific/montgomery32_2e165m25_6limbs/fesub.vo                            
     7m15.98s |   941396 ko | Specific/montgomery32_2e174m3_6limbs/fesub.vo                             
     6m59.94s |  1212756 ko | Specific/montgomery32_2e452m3_15limbs/Synthesis.vo                        
     6m58.33s |  1493788 ko | Specific/solinas32_2e512m569_25limbs/feadd.vo                             
     6m50.46s |  5897880 ko | Specific/solinas32_2e416m2e208m1_16limbs/femul.vo                         
     6m41.77s |  1207140 ko | Specific/montgomery32_2e468m17_15limbs/Synthesis.vo                       
     6m41.72s |  4219692 ko | Specific/solinas32_2e495m31_21limbs/femul.vo                              
     6m39.98s |  1215876 ko | Specific/montgomery32_2e450m2e225m1_15limbs/Synthesis.vo                  
     6m39.13s |  1147464 ko | Specific/montgomery32_2e480m2e240m1_15limbs/Synthesis.vo                  
     6m37.22s |  3718800 ko | Specific/solinas32_2e521m1_20limbs/femul.vo                               
     6m33.75s |  5940884 ko | Specific/solinas32_2e448m2e224m1_16limbs/femul.vo                         
     6m18.02s |  4742300 ko | Specific/solinas32_2e511m187_22limbs/fesquare.vo                          
     6m11.55s |  5607372 ko | Specific/solinas32_2e416m2e208m1_16limbs/fesquare.vo                      
     6m08.75s |  1146984 ko | Specific/solinas32_2e512m569_25limbs/Synthesis.vo                         
     6m03.50s |  5740236 ko | Specific/solinas32_2e448m2e224m1_16limbs/fesquare.vo                      
     5m35.45s |  3708400 ko | Specific/solinas32_2e489m21_20limbs/femul.vo                              
     5m33.03s |  3712544 ko | Specific/solinas32_2e495m31_20limbs/femul.vo                              
     5m31.94s |  3797968 ko | Specific/solinas32_2e488m17_20limbs/femul.vo                              
     5m27.49s |  3890256 ko | Specific/solinas32_2e495m31_21limbs/fesquare.vo                           
     5m25.40s |  1146940 ko | Specific/solinas32_2e511m481_24limbs/Synthesis.vo                         
     5m21.90s |  1147328 ko | Specific/solinas32_2e512m569_24limbs/Synthesis.vo                         
     5m09.71s |  2234764 ko | Experiments/NewPipeline/PushButtonSynthesis.vo                            
     4m59.39s |   910348 ko | Specific/montgomery64_2e382m105_6limbs/feopp.vo                           
     4m58.52s |   888932 ko | Specific/montgomery64_2e384m317_6limbs/feopp.vo                           
     4m57.94s |   889196 ko | Specific/montgomery64_2e336m17_6limbs/feopp.vo                            
     4m57.92s |   910300 ko | Specific/montgomery64_2e383m187_6limbs/feopp.vo                           
     4m57.27s |   910384 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/feopp.vo                     
     4m57.07s |   889168 ko | Specific/montgomery64_2e336m3_6limbs/feopp.vo                             
     4m56.75s |  1042144 ko | Specific/montgomery32_2e444m17_14limbs/Synthesis.vo                       
     4m53.67s |  1042528 ko | Specific/montgomery32_2e448m2e224m1_14limbs/Synthesis.vo                  
     4m52.12s |   888980 ko | Specific/montgomery64_2e379m19_6limbs/feopp.vo                            
     4m51.48s |   889028 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/feopp.vo             
     4m50.71s |   910320 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/feopp.vo                    
     4m50.37s |   910520 ko | Specific/montgomery64_2e383m31_6limbs/feopp.vo                            
     4m50.29s |   889456 ko | Specific/montgomery64_2e338m15_6limbs/feopp.vo                            
     4m50.07s |   889232 ko | Specific/montgomery64_2e322m2e161m1_6limbs/feopp.vo                       
     4m49.70s |   910404 ko | Specific/montgomery64_2e383m421_6limbs/feopp.vo                           
     4m49.54s |   889532 ko | Specific/montgomery64_2e369m25_6limbs/feopp.vo                            
     4m47.45s |  1147296 ko | Specific/solinas32_2e511m481_23limbs/Synthesis.vo                         
     4m46.88s |  1147436 ko | Specific/solinas32_2e511m187_23limbs/Synthesis.vo                         
     4m46.14s |  3162412 ko | Specific/solinas32_2e489m21_19limbs/femul.vo                              
     4m45.92s |  3146892 ko | Specific/solinas32_2e468m17_19limbs/femul.vo                              
     4m45.18s |  3149904 ko | Specific/solinas32_2e488m17_19limbs/femul.vo                              
     4m41.41s |   889088 ko | Specific/montgomery64_2e321m9_6limbs/feopp.vo                             
     4m40.85s |   878852 ko | Specific/montgomery32_2e174m17_6limbs/feopp.vo                            
     4m40.22s |   879088 ko | Specific/montgomery32_2e192m2e64m1_6limbs/feopp.vo                        
     4m39.53s |   879052 ko | Specific/montgomery32_2e191m19_6limbs/feopp.vo                            
     4m39.15s |   878872 ko | Specific/montgomery32_2e174m3_6limbs/feopp.vo                             
     4m39.03s |   878816 ko | Specific/montgomery32_2e189m25_6limbs/feopp.vo                            
     4m38.64s |   879008 ko | Specific/montgomery32_2e171m19_6limbs/feopp.vo                            
     4m37.82s |  4239248 ko | Specific/solinas32_2e322m2e161m1_14limbs/femul.vo                         
     4m37.63s |   879080 ko | Specific/montgomery32_2e165m25_6limbs/feopp.vo                            
     4m37.40s |   879048 ko | Specific/montgomery32_2e166m5_6limbs/feopp.vo                             
     4m36.74s |  3609172 ko | Specific/solinas32_2e489m21_20limbs/fesquare.vo                           
     4m36.32s |   879064 ko | Specific/montgomery32_2e190m11_6limbs/feopp.vo                            
     4m36.31s |  3150260 ko | Specific/solinas32_2e521m1_19limbs/femul.vo                               
     4m35.09s |  3668704 ko | Specific/solinas32_2e488m17_20limbs/fesquare.vo                           
     4m35.04s |  3575688 ko | Specific/solinas32_2e521m1_20limbs/fesquare.vo                            
     4m34.99s |  3673744 ko | Specific/solinas32_2e495m31_20limbs/fesquare.vo                           
     4m31.94s |  5303980 ko | Specific/montgomery64_2e291m19_5limbs/femul.vo                            
     4m31.50s |  1518852 ko | Specific/solinas32_2e512m569_24limbs/fesub.vo                             
     4m31.46s |  1511360 ko | Specific/solinas32_2e511m481_24limbs/fesub.vo                             
     4m28.18s |  5299416 ko | Specific/montgomery64_2e285m9_5limbs/femul.vo                             
     4m22.95s |  5256120 ko | Specific/montgomery32_2e158m15_5limbs/femul.vo                            
     4m20.56s |  5363924 ko | Specific/montgomery64_2e266m3_5limbs/femul.vo                             
     4m20.12s |  1406192 ko | Specific/solinas32_2e512m569_24limbs/feadd.vo                             
     4m19.49s |  1406912 ko | Specific/solinas32_2e511m481_24limbs/feadd.vo                             
     4m19.22s |  5261600 ko | Specific/montgomery32_2e152m17_5limbs/femul.vo                            
     4m18.07s |  5236364 ko | Specific/montgomery32_2e140m27_5limbs/femul.vo                            
     4m17.88s |  5200336 ko | Specific/montgomery32_2e129m25_5limbs/femul.vo                            
     4m17.61s |  5255416 ko | Specific/montgomery32_2e130m5_5limbs/femul.vo                             
     4m17.48s |  5255712 ko | Specific/montgomery32_2e150m3_5limbs/femul.vo                             
     4m17.20s |  5237516 ko | Specific/montgomery32_2e137m13_5limbs/femul.vo                            
     4m16.59s |  5255480 ko | Specific/montgomery32_2e150m5_5limbs/femul.vo                             
     4m12.99s |  2967704 ko | Specific/solinas32_2e383m421_18limbs/femul.vo                             
     4m12.03s |  2911672 ko | Specific/solinas32_2e452m3_18limbs/femul.vo                               
     4m10.58s |  1112532 ko | Specific/solinas32_2e511m187_22limbs/Synthesis.vo                         
     4m09.99s |  2898716 ko | Specific/solinas32_2e444m17_18limbs/femul.vo                              
     4m09.06s |  2735304 ko | Specific/montgomery32_2e521m1_17limbs/feadd.vo                            
     4m08.46s |  4289832 ko | Specific/solinas32_2e322m2e161m1_14limbs/fesquare.vo                      
     4m04.79s |  5305704 ko | Specific/montgomery32_2e141m9_5limbs/femul.vo                             
