       Time |    Peak Mem | File Name                                                                 
  10m28.40s |  1620448 ko | Specific/solinas32_2e512m569_25limbs/fesub.vo                             
  10m13.81s |  2056492 ko | Experiments/SimplyTypedArithmetic.vo                                      
  10m08.33s |  1457508 ko | Specific/solinas32_2e512m569_25limbs/feadd.vo                             
   9m59.47s |  5860384 ko | Specific/solinas32_2e511m481_24limbs/fesquare.vo                          
   9m51.00s |  5849168 ko | Specific/solinas32_2e512m569_24limbs/fesquare.vo                          
   9m12.73s |  1089980 ko | Specific/montgomery32_2e488m17_16limbs/Synthesis.vo                       
   9m04.75s |  2344932 ko | Curves/Weierstrass/AffineProofs.vo                                        
   9m04.43s |  4241752 ko | Specific/solinas32_2e511m187_22limbs/femul.vo                             
   8m55.52s |  1090084 ko | Specific/montgomery32_2e511m187_16limbs/Synthesis.vo                      
   8m55.07s |  1090032 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/Synthesis.vo              
   8m54.95s |  1090156 ko | Specific/montgomery32_2e512m569_16limbs/Synthesis.vo                      
   8m54.38s |  1090288 ko | Specific/montgomery32_2e495m31_16limbs/Synthesis.vo                       
   8m53.73s |  1089916 ko | Specific/montgomery32_2e511m481_16limbs/Synthesis.vo                      
   8m53.39s |  1090016 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/Synthesis.vo              
   8m52.18s |  1090096 ko | Specific/montgomery32_2e489m21_16limbs/Synthesis.vo                       
   8m31.67s |  5115976 ko | Specific/solinas32_2e511m187_23limbs/fesquare.vo                          
   8m31.04s |  5113360 ko | Specific/solinas32_2e511m481_23limbs/fesquare.vo                          
   7m52.64s |  8427192 ko | Specific/montgomery32_2e191m19_6limbs/femul.vo                            
   7m49.38s |  8427564 ko | Specific/montgomery32_2e165m25_6limbs/femul.vo                            
   7m45.57s |  8401008 ko | Specific/montgomery32_2e189m25_6limbs/femul.vo                            
   7m44.82s |  8463344 ko | Specific/montgomery32_2e174m17_6limbs/femul.vo                            
   7m43.18s |  8390528 ko | Specific/montgomery32_2e190m11_6limbs/femul.vo                            
   7m42.15s |  8396740 ko | Specific/montgomery32_2e174m3_6limbs/femul.vo                             
   7m41.67s |  8474976 ko | Specific/montgomery32_2e192m2e64m1_6limbs/femul.vo                        
   7m40.72s |  8465640 ko | Specific/montgomery32_2e171m19_6limbs/femul.vo                            
   7m12.83s |  8383604 ko | Specific/montgomery64_2e383m421_6limbs/femul.vo                           
   7m11.35s |  8492512 ko | Specific/montgomery64_2e383m187_6limbs/femul.vo                           
   7m10.79s |  8391440 ko | Specific/montgomery64_2e379m19_6limbs/femul.vo                            
   7m10.73s |  8404168 ko | Specific/montgomery64_2e338m15_6limbs/femul.vo                            
   7m10.02s |  8402896 ko | Specific/montgomery64_2e336m3_6limbs/femul.vo                             
   7m08.46s |  8462160 ko | Specific/montgomery64_2e383m31_6limbs/femul.vo                            
   7m06.62s |  8425424 ko | Specific/montgomery64_2e369m25_6limbs/femul.vo                            
   7m06.46s |  8448404 ko | Specific/montgomery64_2e382m105_6limbs/femul.vo                           
   7m05.39s |  8353856 ko | Specific/montgomery64_2e336m17_6limbs/femul.vo                            
   7m05.17s |  8411540 ko | Specific/montgomery64_2e384m317_6limbs/femul.vo                           
   7m04.50s |  4229540 ko | Specific/solinas32_2e511m187_22limbs/fesquare.vo                          
   7m04.45s |  8379164 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/femul.vo                    
   7m04.31s |  8455764 ko | Specific/montgomery64_2e322m2e161m1_6limbs/femul.vo                       
   7m03.79s |  8389148 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/femul.vo             
   7m03.53s |  8407028 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/femul.vo                     
   7m00.91s |  8370596 ko | Specific/montgomery64_2e321m9_6limbs/femul.vo                             
   6m59.86s |  4049920 ko | Specific/solinas32_2e495m31_21limbs/femul.vo                              
   6m58.11s |  8471820 ko | Specific/montgomery32_2e166m5_6limbs/femul.vo                             
   6m42.08s |  1166724 ko | Specific/montgomery32_2e452m3_15limbs/Synthesis.vo                        
   6m40.00s |  1189340 ko | Specific/montgomery32_2e468m17_15limbs/Synthesis.vo                       
   6m36.45s |  1154528 ko | Specific/montgomery32_2e480m2e240m1_15limbs/Synthesis.vo                  
   6m35.46s |  1147340 ko | Specific/montgomery32_2e450m2e225m1_15limbs/Synthesis.vo                  
   6m13.07s |  3769528 ko | Specific/solinas32_2e488m17_20limbs/femul.vo                              
   6m12.04s |  3769408 ko | Specific/solinas32_2e495m31_20limbs/femul.vo                              
   6m11.59s |  1607832 ko | Specific/solinas32_2e512m569_24limbs/fesub.vo                             
   6m10.25s |  1619396 ko | Specific/solinas32_2e511m481_24limbs/fesub.vo                             
   6m10.23s |  3866392 ko | Specific/solinas32_2e521m1_20limbs/femul.vo                               
   6m06.56s |  3851924 ko | Specific/solinas32_2e489m21_20limbs/femul.vo                              
   6m04.89s |  1384012 ko | Specific/solinas32_2e512m569_24limbs/feadd.vo                             
   5m57.42s |  1428408 ko | Specific/solinas32_2e511m481_24limbs/feadd.vo                             
   5m38.97s |  3946820 ko | Specific/solinas32_2e495m31_21limbs/fesquare.vo                           
   5m09.77s |  2912112 ko | Specific/solinas32_2e488m17_19limbs/femul.vo                              
   5m08.91s |  3290572 ko | Specific/solinas32_2e468m17_19limbs/femul.vo                              
   5m07.52s |  3289416 ko | Specific/solinas32_2e489m21_19limbs/femul.vo                              
   5m05.01s |  3285848 ko | Specific/solinas32_2e521m1_19limbs/femul.vo                               
   4m58.99s |  3291556 ko | Specific/solinas32_2e489m21_20limbs/fesquare.vo                           
   4m57.49s |  1077364 ko | Specific/montgomery32_2e444m17_14limbs/Synthesis.vo                       
   4m52.63s |  1143324 ko | Specific/montgomery32_2e448m2e224m1_14limbs/Synthesis.vo                  
   4m50.86s |  2808380 ko | Specific/solinas32_2e512m569_25limbs/freeze.vo                            
   4m47.97s |  3290564 ko | Specific/solinas32_2e488m17_20limbs/fesquare.vo                           
   4m45.44s |  3290532 ko | Specific/solinas32_2e495m31_20limbs/fesquare.vo                           
   4m45.31s |  1666756 ko | Experiments/NewPipeline/PushButtonSynthesis.vo                            
   4m44.08s |  3726232 ko | Specific/solinas32_2e521m1_20limbs/fesquare.vo                            
   4m31.57s |  2807680 ko | Specific/solinas32_2e512m569_25limbs/fecarry.vo                           
   4m29.92s |  3184244 ko | Specific/solinas32_2e452m3_18limbs/femul.vo                               
   4m28.72s |  3079200 ko | Specific/solinas32_2e383m421_18limbs/femul.vo                             
   4m27.59s |  3204824 ko | Specific/solinas32_2e444m17_18limbs/femul.vo                              
   4m26.32s |  2854972 ko | Specific/solinas32_2e384m317_18limbs/femul.vo                             
   4m24.17s |  2860356 ko | Specific/solinas32_2e468m17_18limbs/femul.vo                              
   4m19.61s |  1195260 ko | Specific/solinas32_2e512m569_25limbs/Synthesis.vo                         
   4m16.91s |  3199416 ko | Specific/solinas32_2e488m17_19limbs/fesquare.vo                           
   4m15.67s |  3208560 ko | Specific/solinas32_2e468m17_19limbs/fesquare.vo                           
   4m11.21s |  3202604 ko | Specific/solinas32_2e521m1_19limbs/fesquare.vo                            
   4m09.20s |  3223024 ko | Specific/solinas32_2e489m21_19limbs/fesquare.vo                           
   4m08.05s |  4696048 ko | Specific/montgomery64_2e291m19_5limbs/femul.vo                            
   4m07.99s |  4722284 ko | Specific/montgomery64_2e266m3_5limbs/femul.vo                             
   4m02.16s |  4491116 ko | Specific/montgomery32_2e150m5_5limbs/femul.vo                             
   4m02.10s |  4639780 ko | Specific/montgomery32_2e140m27_5limbs/femul.vo                            
   4m01.95s |  4643876 ko | Specific/montgomery32_2e137m13_5limbs/femul.vo                            
   4m01.28s |  4456644 ko | Specific/montgomery32_2e150m3_5limbs/femul.vo                             
   4m00.42s |  4537024 ko | Specific/montgomery32_2e129m25_5limbs/femul.vo                            
   3m57.08s |  1511672 ko | Specific/solinas32_2e511m187_23limbs/fesub.vo                             
   3m54.69s |  1460644 ko | Specific/solinas32_2e511m481_23limbs/fesub.vo                             
   3m54.23s |  4715988 ko | Specific/montgomery64_2e285m9_5limbs/femul.vo                             
   3m52.53s |  2579500 ko | Specific/montgomery32_2e521m1_17limbs/feadd.vo                            
   3m47.98s |  2300844 ko | Curves/Montgomery/XZProofs.vo                                             
   3m47.98s |  1296516 ko | Curves/Weierstrass/Projective.vo                                          
   3m47.71s |  2855920 ko | Specific/solinas32_2e383m421_18limbs/fesquare.vo                          
   3m47.69s |  2578872 ko | Specific/montgomery32_2e521m1_17limbs/fesub.vo                            
   3m47.66s |  1154036 ko | Specific/solinas32_2e512m569_24limbs/Synthesis.vo                         
   3m47.32s |  2729464 ko | Specific/solinas32_2e512m569_24limbs/freeze.vo                            
   3m46.88s |  1153112 ko | Specific/solinas32_2e511m481_24limbs/Synthesis.vo                         
   3m46.45s |  2713424 ko | Specific/solinas32_2e383m421_17limbs/femul.vo                             
   3m46.26s |  2845112 ko | Specific/solinas32_2e452m3_18limbs/fesquare.vo                            
   3m46.03s |  2730468 ko | Specific/solinas32_2e382m105_17limbs/femul.vo                             
   3m45.94s |  2697332 ko | Specific/solinas32_2e384m317_17limbs/femul.vo                             
   3m45.69s |  2726140 ko | Specific/solinas32_2e414m17_17limbs/femul.vo                              
   3m45.19s |  2679024 ko | Specific/solinas32_2e383m187_17limbs/femul.vo                             
   3m45.03s |  4461644 ko | Specific/montgomery32_2e141m9_5limbs/femul.vo                             
   3m45.02s |  2628100 ko | Specific/solinas32_2e444m17_17limbs/femul.vo                              
   3m44.71s |  2577332 ko | Specific/solinas32_2e401m31_17limbs/femul.vo                              
   3m44.70s |  2743124 ko | Specific/solinas32_2e384m317_18limbs/fesquare.vo                          
   3m44.53s |  1308360 ko | Specific/solinas32_2e511m481_23limbs/feadd.vo                             
   3m44.50s |  2665836 ko | Specific/solinas32_2e413m21_17limbs/femul.vo                              
   3m44.34s |  2830736 ko | Specific/solinas32_2e444m17_18limbs/fesquare.vo                           
   3m44.32s |  4495992 ko | Specific/montgomery32_2e152m17_5limbs/femul.vo                            
   3m43.99s |  4701100 ko | Specific/montgomery32_2e158m15_5limbs/femul.vo                            
   3m43.77s |  4621140 ko | Specific/montgomery32_2e130m5_5limbs/femul.vo                             
   3m43.60s |  2637344 ko | Specific/solinas32_2e452m3_17limbs/femul.vo                               
   3m43.11s |  1312396 ko | Specific/solinas32_2e511m187_23limbs/feadd.vo                             
   3m38.77s |  2653616 ko | Specific/solinas32_2e511m481_24limbs/freeze.vo                            
   3m35.13s |  1027640 ko | Specific/montgomery32_2e413m21_13limbs/Synthesis.vo                       
   3m34.42s |   994304 ko | Specific/montgomery32_2e401m31_13limbs/Synthesis.vo                       
   3m34.19s |   994392 ko | Specific/montgomery32_2e414m17_13limbs/Synthesis.vo                       
   3m34.05s |   994400 ko | Specific/montgomery32_2e389m21_13limbs/Synthesis.vo                       
   3m33.64s |  1375272 ko | Experiments/NewPipeline/Toplevel2.vo                                      
   3m32.76s |  2900052 ko | Specific/solinas32_2e468m17_18limbs/fesquare.vo                           
   3m32.57s |   994460 ko | Specific/montgomery32_2e416m2e208m1_13limbs/Synthesis.vo                  
   3m25.33s |  2259228 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/feadd.vo                  
   3m25.29s |  2232180 ko | Specific/montgomery32_2e488m17_16limbs/feadd.vo                           
   3m25.02s |  2752772 ko | Specific/solinas32_2e512m569_24limbs/fecarry.vo                           
   3m23.95s |  2210444 ko | Specific/montgomery32_2e511m187_16limbs/feadd.vo                          
   3m23.80s |  2240952 ko | Specific/montgomery32_2e495m31_16limbs/feadd.vo                           
   3m23.61s |  2262204 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/feadd.vo                  
   3m23.11s |  2223544 ko | Specific/montgomery32_2e489m21_16limbs/feadd.vo                           
   3m22.90s |  2261752 ko | Specific/montgomery32_2e512m569_16limbs/feadd.vo                          
   3m22.53s |  2216700 ko | Specific/montgomery32_2e511m481_16limbs/feadd.vo                          
   3m22.46s |  2257068 ko | Specific/montgomery32_2e488m17_16limbs/fesub.vo                           
   3m22.32s |  2203668 ko | Specific/montgomery32_2e512m569_16limbs/fesub.vo                          
   3m22.31s |  2752828 ko | Specific/solinas32_2e511m481_24limbs/fecarry.vo                           
   3m21.80s |  1086044 ko | Specific/solinas32_2e511m187_23limbs/Synthesis.vo                         
   3m21.68s |  2196940 ko | Specific/montgomery32_2e511m187_16limbs/fesub.vo                          
   3m21.64s |  2193156 ko | Specific/montgomery32_2e489m21_16limbs/fesub.vo                           
   3m21.52s |  2217080 ko | Specific/montgomery32_2e511m481_16limbs/fesub.vo                          
   3m21.33s |  2213144 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/fesub.vo                  
   3m21.32s |  1086244 ko | Specific/solinas32_2e511m481_23limbs/Synthesis.vo                         
   3m20.65s |  2214688 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/fesub.vo                  
   3m19.16s |  2219128 ko | Specific/montgomery32_2e495m31_16limbs/fesub.vo                           
   3m17.48s |  2280924 ko | Specific/solinas32_2e379m19_16limbs/femul.vo                              
   3m16.96s |  2270788 ko | Specific/solinas32_2e383m31_16limbs/femul.vo                              
   3m16.78s |  2516672 ko | Specific/solinas32_2e413m21_16limbs/femul.vo                              
   3m14.22s |  1239536 ko | Curves/Montgomery/AffineProofs.vo                                         
   3m12.34s |  2544020 ko | Specific/solinas32_2e383m187_16limbs/femul.vo                             
   3m11.83s |  2506076 ko | Specific/solinas32_2e414m17_16limbs/femul.vo                              
   3m11.46s |  2257924 ko | Specific/solinas32_2e389m21_16limbs/femul.vo                              
   3m11.13s |  2552924 ko | Specific/solinas32_2e383m187_17limbs/fesquare.vo                          
   3m10.96s |  2567748 ko | Specific/solinas32_2e452m3_17limbs/fesquare.vo                            
   3m10.85s |  2281276 ko | Specific/solinas32_2e401m31_16limbs/femul.vo                              
   3m10.80s |  2567736 ko | Specific/solinas32_2e414m17_17limbs/fesquare.vo                           
   3m10.53s |  2510016 ko | Specific/solinas32_2e384m317_17limbs/fesquare.vo                          
   3m10.39s |  2814020 ko | Specific/solinas32_2e382m105_17limbs/fesquare.vo                          
   3m10.16s |  2574144 ko | Specific/solinas32_2e401m31_17limbs/fesquare.vo                           
   3m09.84s |  2506880 ko | Specific/solinas32_2e369m25_16limbs/femul.vo                              
   3m09.80s |  2508840 ko | Specific/solinas32_2e383m421_17limbs/fesquare.vo                          
   3m09.66s |  2271784 ko | Specific/solinas32_2e382m105_16limbs/femul.vo                             
   3m09.10s |  2519296 ko | Specific/solinas32_2e444m17_17limbs/fesquare.vo                           
   3m03.13s |  2567692 ko | Specific/solinas32_2e413m21_17limbs/fesquare.vo                           
   3m00.20s |  1086248 ko | Specific/solinas32_2e511m187_22limbs/Synthesis.vo                         
   2m53.82s |  2507068 ko | Specific/solinas32_2e511m187_23limbs/freeze.vo                            
   2m50.56s |  2510856 ko | Specific/solinas32_2e511m481_23limbs/freeze.vo                            
   2m48.42s |  2278524 ko | Specific/solinas32_2e383m187_16limbs/fesquare.vo                          
   2m48.35s |  2278568 ko | Specific/solinas32_2e379m19_16limbs/fesquare.vo                           
   2m48.23s |  2278312 ko | Specific/solinas32_2e413m21_16limbs/fesquare.vo                           
   2m48.17s |  2273532 ko | Specific/solinas32_2e401m31_16limbs/fesquare.vo                           
   2m47.80s |  2278632 ko | Specific/solinas32_2e382m105_16limbs/fesquare.vo                          
   2m47.73s |  2278604 ko | Specific/solinas32_2e389m21_16limbs/fesquare.vo                           
   2m47.52s |  2266928 ko | Specific/solinas32_2e414m17_16limbs/fesquare.vo                           
   2m47.48s |  2278544 ko | Specific/solinas32_2e369m25_16limbs/fesquare.vo                           
   2m47.34s |  2025204 ko | Specific/montgomery32_2e468m17_15limbs/feadd.vo                           
   2m46.64s |  2025112 ko | Specific/montgomery32_2e452m3_15limbs/feadd.vo                            
   2m46.52s |  2025292 ko | Specific/montgomery32_2e450m2e225m1_15limbs/feadd.vo                      
   2m45.41s |  2023508 ko | Specific/montgomery32_2e480m2e240m1_15limbs/feadd.vo                      
   2m45.06s |  2024128 ko | Specific/montgomery32_2e480m2e240m1_15limbs/fesub.vo                      
   2m44.64s |  2025028 ko | Specific/montgomery32_2e450m2e225m1_15limbs/fesub.vo                      
   2m44.15s |  1622824 ko | Specific/X25519/C64/ladderstep.vo                                         
   2m43.98s |  2022556 ko | Specific/montgomery32_2e468m17_15limbs/fesub.vo                           
   2m43.78s |  2024544 ko | Specific/montgomery32_2e452m3_15limbs/fesub.vo                            
   2m43.53s |  2525576 ko | Specific/solinas32_2e511m187_23limbs/fecarry.vo                           
   2m42.76s |  2022864 ko | Specific/solinas32_2e389m21_15limbs/femul.vo                              
   2m42.72s |  2524340 ko | Specific/solinas32_2e511m481_23limbs/fecarry.vo                           
   2m42.25s |  2020132 ko | Specific/solinas32_2e379m19_15limbs/femul.vo                              
   2m42.06s |  2278472 ko | Specific/solinas32_2e383m31_16limbs/fesquare.vo                           
   2m41.62s |  1459860 ko | Specific/solinas32_2e511m187_22limbs/fesub.vo                             
   2m41.00s |  2019640 ko | Specific/solinas32_2e369m25_15limbs/femul.vo                              
   2m37.39s |  2022316 ko | Specific/solinas32_2e383m31_15limbs/femul.vo                              
   2m36.35s |  1316556 ko | Specific/solinas32_2e511m187_22limbs/feadd.vo                             
   2m35.13s |  2009092 ko | Specific/solinas32_2e256m2e32m977_13limbs/femul.vo                        
   2m35.12s |   912964 ko | Specific/montgomery64_2e521m1_9limbs/Synthesis.vo                         
   2m33.04s |  2248732 ko | Specific/solinas32_2e511m187_22limbs/freeze.vo                            
   2m32.37s |   968720 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/Synthesis.vo        
   2m32.15s |   948984 ko | Specific/montgomery32_2e383m31_12limbs/Synthesis.vo                       
   2m32.11s |   972640 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/Synthesis.vo               
   2m32.10s |   953328 ko | Specific/montgomery32_2e379m19_12limbs/Synthesis.vo                       
   2m32.04s |   959884 ko | Specific/montgomery32_2e383m187_12limbs/Synthesis.vo                      
   2m31.89s |   957532 ko | Specific/montgomery32_2e382m105_12limbs/Synthesis.vo                      
   2m31.84s |   964324 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/Synthesis.vo                
   2m31.70s |   954392 ko | Specific/montgomery32_2e384m317_12limbs/Synthesis.vo                      
   2m31.60s |   965912 ko | Specific/montgomery32_2e369m25_12limbs/Synthesis.vo                       
   2m31.19s |   965580 ko | Specific/montgomery32_2e383m421_12limbs/Synthesis.vo                      
   2m29.48s |   992604 ko | Specific/solinas32_2e495m31_21limbs/Synthesis.vo                          
   2m23.55s |  1779268 ko | Specific/montgomery32_2e448m2e224m1_14limbs/feadd.vo                      
   2m23.29s |  1253396 ko | Experiments/NewPipeline/Rewriter.vo                                       
   2m23.17s |  1736048 ko | Specific/montgomery32_2e444m17_14limbs/feadd.vo                           
   2m21.61s |  1805464 ko | Specific/montgomery32_2e444m17_14limbs/fesub.vo                           
   2m20.68s |   992236 ko | Specific/solinas32_2e521m1_20limbs/Synthesis.vo                           
   2m20.06s |  1801524 ko | Specific/solinas32_2e338m15_14limbs/femul.vo                              
   2m19.00s |  1763832 ko | Specific/montgomery32_2e448m2e224m1_14limbs/fesub.vo                      
   2m18.57s |  2020060 ko | Specific/solinas32_2e383m31_15limbs/fesquare.vo                           
   2m18.05s |  1971320 ko | Specific/solinas32_2e369m25_15limbs/fesquare.vo                           
   2m18.03s |  2020044 ko | Specific/solinas32_2e389m21_15limbs/fesquare.vo                           
   2m17.78s |  2017992 ko | Specific/solinas32_2e379m19_15limbs/fesquare.vo                           
   2m15.72s |  1802436 ko | Specific/solinas32_2e336m17_14limbs/femul.vo                              
   2m14.37s |  1955824 ko | Specific/solinas32_2e256m2e32m977_13limbs/fesquare.vo                     
   2m11.69s |  2261552 ko | Specific/solinas32_2e511m187_22limbs/fecarry.vo                           
   2m11.00s |  1754172 ko | Specific/solinas32_2e256m2e32m977_12limbs/femul.vo                        
   2m10.42s |  2241836 ko | Specific/solinas32_2e495m31_21limbs/freeze.vo                             
   2m08.80s |   992300 ko | Specific/solinas32_2e495m31_20limbs/Synthesis.vo                          
   2m06.87s |   992128 ko | Specific/solinas32_2e489m21_20limbs/Synthesis.vo                          
   2m05.33s |   992240 ko | Specific/solinas32_2e488m17_20limbs/Synthesis.vo                          
   2m01.94s |  1320080 ko | Specific/solinas32_2e495m31_21limbs/fesub.vo                              
   2m01.80s |  2487104 ko | Specific/montgomery64_2e235m15_4limbs/femul.vo                            
   2m01.70s |  2520972 ko | Specific/montgomery64_2e255m765_4limbs/femul.vo                           
   2m01.62s |  2551520 ko | Specific/montgomery64_2e221m3_4limbs/femul.vo                             
   2m01.57s |  2426116 ko | Specific/montgomery64_2e251m9_4limbs/femul.vo                             
   2m01.53s |   946684 ko | Specific/solinas32_2e521m1_19limbs/Synthesis.vo                           
   2m01.42s |  2520568 ko | Specific/montgomery64_2e222m117_4limbs/femul.vo                           
   2m00.93s |  2481044 ko | Specific/montgomery64_2e226m5_4limbs/femul.vo                             
   2m00.79s |  2525112 ko | Specific/montgomery64_2e256m2e32m977_4limbs/femul.vo                      
   2m00.73s |  2519344 ko | Specific/montgomery64_2e196m15_4limbs/femul.vo                            
   2m00.58s |  1723232 ko | Specific/solinas32_2e338m15_14limbs/fesquare.vo                           
   2m00.42s |  2488324 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/femul.vo                    
   2m00.39s |  2473568 ko | Specific/montgomery64_2e216m2e108m1_4limbs/femul.vo                       
   2m00.02s |  2566492 ko | Specific/montgomery64_2e213m3_4limbs/femul.vo                             
   1m59.96s |  2482568 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/femul.vo                    
   1m59.63s |  1068428 ko | Experiments/NewPipeline/RewriterWf2.vo                                    
   1m59.57s |  1619456 ko | Specific/montgomery32_2e413m21_13limbs/feadd.vo                           
   1m59.26s |  1619680 ko | Specific/montgomery32_2e416m2e208m1_13limbs/feadd.vo                      
   1m58.99s |  2486336 ko | Specific/NISTP256/AMD64/femul.vo                                          
   1m58.97s |  1557040 ko | Specific/montgomery32_2e389m21_13limbs/feadd.vo                           
   1m58.74s |  2449584 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/femul.vo            
   1m57.42s |  1613412 ko | Specific/montgomery32_2e414m17_13limbs/fesub.vo                           
   1m57.30s |  1585132 ko | Specific/montgomery32_2e413m21_13limbs/fesub.vo                           
   1m57.09s |  2527552 ko | Specific/montgomery64_2e256m4294968273_4limbs/femul.vo                    
   1m57.02s |  2007140 ko | Specific/solinas32_2e450m2e225m1_20limbs/freeze.vo                        
   1m56.91s |  1620884 ko | Specific/solinas32_2e336m3_13limbs/femul.vo                               
   1m56.84s |  1620936 ko | Specific/solinas32_2e336m17_13limbs/femul.vo                              
   1m56.82s |  2007728 ko | Specific/solinas32_2e488m17_20limbs/freeze.vo                             
   1m56.72s |  1459928 ko | Specific/montgomery32_2e389m21_13limbs/fesub.vo                           
   1m56.40s |  1620508 ko | Specific/solinas32_2e321m9_13limbs/femul.vo                               
   1m55.88s |  1605792 ko | Specific/solinas32_2e255m765_13limbs/femul.vo                             
   1m55.86s |  1659680 ko | Specific/solinas32_2e256m2e32m977_12limbs/fesquare.vo                     
   1m55.77s |  2270824 ko | Specific/solinas32_2e480m2e240m1_20limbs/fecarry.vo                       
   1m55.69s |  2526560 ko | Specific/montgomery64_2e243m9_4limbs/femul.vo                             
   1m55.66s |  1704212 ko | Specific/solinas32_2e336m17_14limbs/fesquare.vo                           
   1m55.60s |  1564136 ko | Specific/montgomery32_2e401m31_13limbs/feadd.vo                           
   1m55.46s |  2244816 ko | Specific/solinas32_2e450m2e225m1_20limbs/fecarry.vo                       
   1m55.39s |  2477240 ko | Specific/montgomery64_2e256m189_4limbs/femul.vo                           
   1m55.33s |  1602300 ko | Specific/montgomery32_2e416m2e208m1_13limbs/fesub.vo                      
   1m55.23s |  2437856 ko | Specific/montgomery32_2e127m1_4limbs/femul.vo                             
   1m55.23s |  2494488 ko | Specific/montgomery64_2e206m5_4limbs/femul.vo                             
   1m54.91s |  1456084 ko | Specific/montgomery32_2e414m17_13limbs/feadd.vo                           
   1m54.76s |  2484952 ko | Specific/montgomery64_2e254m127x2e240m1_4limbs/femul.vo                   
   1m54.74s |  2511128 ko | Specific/montgomery64_2e212m29_4limbs/femul.vo                            
   1m54.70s |  2549916 ko | Specific/montgomery64_2e230m27_4limbs/femul.vo                            
   1m54.54s |  1192104 ko | Specific/solinas32_2e495m31_21limbs/feadd.vo                              
   1m54.49s |  1023908 ko | Experiments/NewPipeline/RewriterRulesGood.vo                              
   1m54.42s |  2465488 ko | Specific/montgomery64_2e198m17_4limbs/femul.vo                            
   1m54.36s |  2521928 ko | Specific/montgomery64_2e255m19_4limbs/femul.vo                            
   1m54.25s |  2515328 ko | Specific/montgomery64_2e194m33_4limbs/femul.vo                            
   1m53.98s |  1594784 ko | Specific/montgomery32_2e401m31_13limbs/fesub.vo                           
